name,price,url,characteristics
Лак интерьерный Tikkurila PANEELI-ASSA EXPERT матовый бесцветный база EP (0.9л),,https://order-nn.ru/kmo/catalog/6000/538076,"{'Тип работ': 'внутренние работы', 'Область применения': 'для жилых и офисных помещений\xa0/\xa0внутрение стены\xa0/\xa0стены\xa0/\xa0для стен\xa0/\xa0потолки', 'Степень блеска поверхности': 'матовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'нет', 'Колеровка': 'да', 'Состав,': 'водный', 'Готовность к применению': 'готов к применению', 'Выбор фасовки': 'маленькая, до 3л(кг)', 'Бренд': 'Tikkurila', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0краскораспылитель\xa0/\xa0аппликатор', 'Время полного высыхания (ч)': '48', 'Сертификаты': 'для детских и лечебных учреждений', 'Температура применения, (град. C)': 'от +10', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '8-12', 'Время высыхания между слоями (ч)': '2-3', 'Защита от плесени, грибка': 'да', 'Тип поверхности': 'кирпич\xa0/\xa0бетон\xa0/\xa0дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '0.9', 'Базис': 'EP'}"
Лак мебельный Symphony PREMIERA шелковисто-матовый база EP бесцветный (9л),,https://order-nn.ru/kmo/catalog/6000/528852,"{'Тип работ': 'внутренние работы', 'Область применения': 'стены\xa0/\xa0для мебели\xa0/\xa0потолки', 'Степень блеска поверхности': 'шелковисто матовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'да', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Symphony', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '1', 'Сертификаты': 'для детских и лечебных учреждений', 'Температура применения, (град. C)': 'не ниже +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-13', 'Время высыхания между слоями (ч)': '2-3', 'Защита от плесени, грибка': 'нет', 'Тип поверхности': 'бетон\xa0/\xa0дерево\xa0/\xa0пластик / ПВХ\xa0/\xa0ДВП\xa0/\xa0ДСП\xa0/\xa0металл', 'Фасовка (л)': '9', 'Базис': 'EP'}"
Лак мебельный Symphony PREMIERA матовый база EP бесцветный (9л),,https://order-nn.ru/kmo/catalog/6000/528847,"{'Тип работ': 'внутренние работы', 'Область применения': 'стены\xa0/\xa0для мебели\xa0/\xa0потолки', 'Степень блеска поверхности': 'матовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'да', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Symphony', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '1', 'Сертификаты': 'для детских и лечебных учреждений', 'Температура применения, (град. C)': 'не ниже +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-13', 'Время высыхания между слоями (ч)': '2-3', 'Защита от плесени, грибка': 'нет', 'Тип поверхности': 'бетон\xa0/\xa0дерево\xa0/\xa0пластик / ПВХ\xa0/\xa0ДВП\xa0/\xa0ДСП\xa0/\xa0металл', 'Фасовка (л)': '9', 'Базис': 'EP'}"
Лак ландшафтный МультиПротект-ПУ двухкомпонентный компонент Б глянцевый (0.43кг),,https://order-nn.ru/kmo/catalog/6000/522458,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для полов\xa0/\xa0для мебели', 'Степень блеска поверхности': 'глянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'светостойкий', 'Колеровка': 'нет', 'Состав,': 'полиуритановый', 'Готовность к применению': '2-х компонентный', 'Бренд': 'МультиПротект', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'ксилол', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Рабочее время использования, (мин)': '300', 'Температура применения, (град. C)': 'от +5 до +30', 'Рекомендованное количество слоев покрытия': '1-3', 'Расход (1 слой), (кв.м/л)': '90-120 г/м2', 'Время высыхания между слоями (ч)': '20-24', 'Защита от плесени, грибка': 'нет', 'Тип поверхности': 'бетон\xa0/\xa0натуральный камень\xa0/\xa0дерево\xa0/\xa0металл'}"
Лак ландшафтный МультиПротект-ПУ двухкомпонентный компонент А глянцевый (8.57кг),,https://order-nn.ru/kmo/catalog/6000/522457,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для полов\xa0/\xa0для мебели', 'Степень блеска поверхности': 'глянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'светостойкий', 'Колеровка': 'нет', 'Состав,': 'полиуритановый', 'Готовность к применению': '2-х компонентный', 'Бренд': 'МультиПротект', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'ксилол', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Рабочее время использования, (мин)': '300', 'Температура применения, (град. C)': 'от +5 до +30', 'Рекомендованное количество слоев покрытия': '1-3', 'Расход (1 слой), (кв.м/л)': '90-120 г/м2', 'Время высыхания между слоями (ч)': '20-24', 'Защита от плесени, грибка': 'нет', 'Тип поверхности': 'бетон\xa0/\xa0натуральный камень\xa0/\xa0дерево\xa0/\xa0металл'}"
Лак полиуретановый аэрозольный для дерева Bosny 1900W глянцевый (0.52л),,https://order-nn.ru/kmo/catalog/6000/510359,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'глянцевая', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'нет', 'Состав,': 'полиуритановый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Bosny', 'Страна производителя': 'СОЕДИНЕННОЕ КОРОЛЕВСТВО', 'Цвет': 'прозрачный', 'Способ нанесения': 'через форсунку баллона', 'Время полного высыхания (ч)': '48', 'Температура применения, (град. C)': 'не менее +10', 'Рекомендованное количество слоев покрытия': '2 и более', 'Расход (1 слой), (кв.м/л)': '0.17л/м2', 'Время высыхания между слоями (ч)': '1/6', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.52'}"
Лак полиуретановый аэрозольный для металла Bosny 1900M глянцевый (0.52л),,https://order-nn.ru/kmo/catalog/6000/510358,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'глянцевая', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'нет', 'Состав,': 'полиуритановый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Bosny', 'Страна производителя': 'СОЕДИНЕННОЕ КОРОЛЕВСТВО', 'Цвет': 'прозрачный', 'Способ нанесения': 'через форсунку баллона', 'Время полного высыхания (ч)': '48', 'Температура применения, (град. C)': 'не менее +10', 'Рекомендованное количество слоев покрытия': '2 и более', 'Расход (1 слой), (кв.м/л)': '0.17л/м2', 'Время высыхания между слоями (ч)': '1/6', 'Тип поверхности': 'металл', 'Фасовка (л)': '0.52'}"
Лак полиуретановый TEKNOS Helo Aqua 80 глянцевый Бесцветный,,https://order-nn.ru/kmo/catalog/6000/463628,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для паркета\xa0/\xa0для мебели', 'Степень блеска поверхности': 'глянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'обычная', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Готовность к применению': 'готов к применению', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '24', 'Температура применения, (град. C)': 'от +10', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': '10м2', 'Время высыхания между слоями (ч)': 'после нанесения 1 слоя - 1 час, после нанесения 2 слоя - 3 часа', 'Защита от плесени, грибка': 'да', 'Тип поверхности': 'гладкая', 'Фасовка (л)': '2.7'}"
"Грунт-эмаль ЦертаЛак универсальный ""7 в 1"" аэрозоль кузнечные краски 300С полуглянцевый",,https://order-nn.ru/kmo/catalog/6000/453728,"{'Степень блеска поверхности': 'полуглянцевая', 'Бренд': 'CERTA', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Способ нанесения': 'через форсунку баллона', 'Эффект,': 'гладкий', 'Вид материала': 'Лаки для декора', 'Назначение': 'по ржавому металлу\xa0/\xa0по чистому металлу\xa0/\xa0по цветным металлам', 'Возможность нанесения при отрицательных температурах': 'Да', 'Время высыхания до степени 3 при 20°С (ч)': '4', 'Фасовка (л)': '0.52', 'Термостойкость до, С': '150-450С'}"
Интерьерный лак TEKNOS PANEELILAKKA Бесцветный полуматовый (9л),,https://order-nn.ru/kmo/catalog/6000/434980,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Температура применения, (град. C)': 'от+5', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '10-14', 'Время высыхания между слоями (ч)': '12', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '9'}"
Лак для внутренних поверхностей TEKNOS NATURA 40 Бесцветный полуглянцевый,,https://order-nn.ru/kmo/catalog/6000/434969,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'полуглянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '8', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '3', 'Расход (1 слой), (кв.м/л)': '8-14', 'Время высыхания между слоями (ч)': '1', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '2.7'}"
Лак для внутренних поверхностей TEKNOS NATURA 15 Бесцветный полуматовый,,https://order-nn.ru/kmo/catalog/6000/434967,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '8', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '3', 'Расход (1 слой), (кв.м/л)': '8-14', 'Время высыхания между слоями (ч)': '1', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '2.7'}"
Колеруемый интерьерный лак TIKKURILA Paneeli Assa 10 Бесцветный матовый (0.9л),,https://order-nn.ru/kmo/catalog/6000/434949,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'матовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный(база ЕР)', 'Состав': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Расход, (л/кв.м)': 'На строганую поверхность – 8-12  м^(2)/л.', 'Температура применения, (град. C)': 'от+5', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': '8-12', 'Время высыхания между слоями (ч)': '2-3', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '0.9', 'Базис': 'EP'}"
Лак универсальный для мебели TIKKURILA KIVA 70 Бесцветный глянцевый,,https://order-nn.ru/kmo/catalog/6000/434948,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'глянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный(база ЕР)', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': '8-14', 'Время высыхания между слоями (ч)': '2-3', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '0.9', 'Базис': 'EP'}"
Лак универсальный для мебели TIKKURILA KIVA 30 Бесцветный полуматовый,,https://order-nn.ru/kmo/catalog/6000/434947,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный(база ЕР)', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': '8-14', 'Время высыхания между слоями (ч)': '2-3', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '0.9', 'Базис': 'EP'}"
Лак универсальный для мебели TIKKURILA KIVA 70 Бесцветный глянцевый,,https://order-nn.ru/kmo/catalog/6000/434945,"{'Тип работ': 'внутренние работы', 'Степень блеска поверхности': 'глянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'акриловый', 'Готовность к применению': 'готов к применению', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'бесцветный(база ЕР)', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '24', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': '8-14', 'Время высыхания между слоями (ч)': '2-3', 'Тип поверхности': 'дерево\xa0/\xa0ДВП\xa0/\xa0ДСП', 'Фасовка (л)': '2.7', 'Базис': 'EP'}"
"КО-85  по металлу,бетону,стеклу термост 250С бесцветный",,https://order-nn.ru/kmo/catalog/6000/353437,"{'Область применения': 'термостойкие материалы', 'Бренд': 'CERTA', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Расход на 1 слой теоретический,': '125-150 (г/кв.м)', 'Состав': 'кремнийорганический лак', 'Термостойкость, (град. C)': '250', 'Фасовка, (кг)': '0.8'}"
КО-815 термост 500С термост.300-350С бесцветный,,https://order-nn.ru/kmo/catalog/6000/342297,"{'Бренд': 'CERTA', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бесцветный', 'Расход на 1 слой теоретический,': '100-120 (г/кв.м)', 'Состав': 'кремнийорганический лак', 'Термостойкость, (град. C)': '300', 'Фасовка, (кг)': '0.8'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Дуб,,https://order-nn.ru/kmo/catalog/6002/435028,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'дуб', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Бук,,https://order-nn.ru/kmo/catalog/6002/435027,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'бук', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Мокко,,https://order-nn.ru/kmo/catalog/6002/335166,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'мокко', 'Вес (нетто), (кг)': '0.42', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Сосна,,https://order-nn.ru/kmo/catalog/6002/333298,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'сосна', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Орегон,,https://order-nn.ru/kmo/catalog/6002/333297,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'орегон', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Лиственница,,https://order-nn.ru/kmo/catalog/6002/333296,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'лиственница', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак ХВ 784 ЭКСПЕРТ - Быстросохнущий лак для дерева Красное дерево,,https://order-nn.ru/kmo/catalog/6002/333295,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Степень блеска поверхности': 'полуматовая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'готовый цвет', 'Состав,': 'нитроцеллюлоза', 'Готовность к применению': 'готов к применению', 'Бренд': 'Эксперт', 'Страна производителя': 'РОССИЯ', 'Цвет': 'красное дерево', 'Разбавитель (растворитель)': '646\xa0/\xa0647\xa0/\xa0650', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0тампон', 'Время полного высыхания (ч)': '12', 'Температура применения, (град. C)': 'от +5', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6-8', 'Время высыхания между слоями (ч)': '2', 'Тип поверхности': 'дерево', 'Фасовка (л)': '0.5'}"
Лак Pinotex Lacker Yacht 40 полуглянцевый 5255403 (1л),,https://order-nn.ru/kmo/catalog/6872/518201,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для изделий из древесины', 'Степень блеска поверхности': 'полуглянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'да', 'Состав,': 'алкидно-уретановый', 'Готовность к применению': 'готов к применению', 'Срок службы,': 'до 7 лет', 'Бренд': 'Pinotex', 'Страна производителя': 'ЭСТОНИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'уайт-спирит', 'Артикул': '5255403', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '48', 'Температура применения, (град. C)': 'от +5 до +30', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': 'До 15 м2/л', 'Время высыхания между слоями (ч)': '4', 'Тип поверхности': 'дерево', 'Фасовка (л)': '1'}"
Лак Pinotex Lacker Yacht 40 полуглянцевый 5255404 (2.7л),,https://order-nn.ru/kmo/catalog/6872/518200,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для изделий из древесины', 'Степень блеска поверхности': 'полуглянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'да', 'Состав,': 'алкидно-уретановый', 'Готовность к применению': 'готов к применению', 'Срок службы,': 'до 7 лет', 'Бренд': 'Pinotex', 'Страна производителя': 'ЭСТОНИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'уайт-спирит', 'Артикул': '5255404', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '48', 'Температура применения, (град. C)': 'от +5 до +30', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': 'До 15 м2/л', 'Время высыхания между слоями (ч)': '4', 'Тип поверхности': 'дерево', 'Фасовка (л)': '2.7'}"
Лак Pinotex Lacker Yacht 40 полуглянцевый 5255405 (9л),,https://order-nn.ru/kmo/catalog/6872/518199,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для изделий из древесины', 'Степень блеска поверхности': 'полуглянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Защита от УФ-излучения (солнца)': 'усиленная', 'Колеровка': 'да', 'Состав,': 'алкидно-уретановый', 'Готовность к применению': 'готов к применению', 'Срок службы,': 'до 7 лет', 'Бренд': 'Pinotex', 'Страна производителя': 'ЭСТОНИЯ', 'Цвет': 'бесцветный', 'Разбавитель (растворитель)': 'уайт-спирит', 'Артикул': '5255405', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '48', 'Температура применения, (град. C)': 'от +5 до +30', 'Рекомендованное количество слоев покрытия': '2-3', 'Расход (1 слой), (кв.м/л)': 'До 15 м2/л', 'Время высыхания между слоями (ч)': '4', 'Тип поверхности': 'дерево', 'Фасовка (л)': '9'}"
Лак яхтный Biofa 8050-46 (2.5л),,https://order-nn.ru/kmo/catalog/6872/518054,"{'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Область применения': 'для изделий из древесины', 'Степень блеска поверхности': 'глянцевая', 'Вид покрытия': 'оставляет природный рисунок древесины', 'Колеровка': 'да', 'Состав,': 'масляный', 'Готовность к применению': 'готов к применению', 'Бренд': 'Biofa', 'Страна производителя': 'ГЕРМАНИЯ', 'Цвет': 'бесцветный', 'Артикул': '8050-46', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Рекомендованное количество слоев покрытия': 'не менее 3', 'Расход (1 слой), (кв.м/л)': '12-16 м2/л', 'Время высыхания между слоями (ч)': '10-12', 'Защита от плесени, грибка': 'нет', 'Тип поверхности': 'дерево', 'Фасовка (л)': '2.5'}"
